host_ID,host_species,village,grid,season,total_reads,asv_ID,reads
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_113,0.006985351613407705
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_114,0.001355366730959704
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_118,0.00479591304801126
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_121,0.0019809206067872595
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_124,0.006881092634103112
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_126,0.007663034978887557
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_127,0.004431006620445186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_136,0.004274618151488297
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_138,0.020747536881613928
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_154,0.003075639889485482
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_158,0.0036490642756607412
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_160,0.001720273158525778
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_161,0.011312099254548298
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_162,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_170,0.001720273158525778
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_175,0.0015117551999165929
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_176,0.004170359172183703
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_181,0.0012511077516551112
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_183,0.002710733461919408
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_200,0.0030235103998331857
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_201,0.0022936975447010372
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_219,0.0013032372413074077
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_234,0.006516186206537038
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_257,0.0012511077516551112
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_280,0.0030235103998331857
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_293,0.01569097638534119
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_305,0.01146848772350519
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_313,0.0019287911171349632
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_322,0.0015117551999165929
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_327,0.0022936975447010372
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_331,0.002345827034353333
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_345,0.001876661627482667
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_352,0.002345827034353333
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_355,0.0020330500964395558
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_362,0.0015117551999165929
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_369,0.001355366730959704
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_372,0.008653495282281189
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_378,0.01000886201324089
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_379,0.008184329875410519
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_388,0.002710733461919408
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_400,0.0013032372413074077
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_404,0.003909711723922223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_419,0.0021894385653964447
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_425,0.002345827034353333
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_429,0.0012511077516551112
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_432,0.005160819475577334
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_443,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_478,0.05098264087994578
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_483,0.00239795652400563
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_485,0.0010947192826982223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_486,0.0032320283584423705
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_495,0.011833394151071262
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_496,0.009539696606370223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_500,0.004326747641140594
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_505,0.009435437627065632
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_518,0.005056560496272741
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_526,0.0015638846895688892
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_530,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_538,0.005212948965229631
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_554,0.0013032372413074077
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_594,0.0025543449929625187
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_601,0.0015117551999165929
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_632,0.001355366730959704
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_650,0.002345827034353333
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_686,0.0020851795860918516
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_693,0.00860136579262889
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_697,0.001876661627482667
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_752,0.0016160141792211852
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_758,0.0012511077516551112
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_802,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_813,0.00239795652400563
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_833,0.002971380910180889
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_844,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_848,0.0028149924412240006
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_859,0.002710733461919408
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_871,0.005682114372100297
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_913,0.0016681436688734817
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_986,0.002450086013657926
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_997,0.0010947192826982223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1011,0.0028149924412240006
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1028,0.0015638846895688892
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1038,0.008392847834019704
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1046,0.0027628629515717043
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1064,0.0026586039722671117
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1086,0.0016681436688734817
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1121,0.0010947192826982223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1138,0.009122660689151853
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1146,0.0020851795860918516
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1183,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1207,0.0013032372413074077
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1225,0.007089610592712297
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1230,0.001876661627482667
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1255,0.00380545274461763
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1257,0.01496116353020904
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1270,0.006620445185841631
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1284,0.007871552937496742
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1320,0.0019287911171349632
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1351,0.001720273158525778
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1382,0.002345827034353333
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1411,0.0077672939581921495
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1427,0.0010947192826982223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1449,0.0021373090757441484
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1456,0.005525725903143409
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1472,0.002345827034353333
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1499,0.001876661627482667
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1570,0.0010947192826982223
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1575,0.0019809206067872595
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1601,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1608,0.0012511077516551112
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1666,0.002919251420528593
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1713,0.0014596257102642966
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1748,0.006620445185841631
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1914,0.001720273158525778
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1929,0.0015117551999165929
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_1996,0.0026064744826148154
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2061,0.0021894385653964447
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2392,0.0013032372413074077
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2484,0.0031798988687900746
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2544,0.0013032372413074077
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2583,0.0011468487723505186
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2624,0.0026586039722671117
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2694,0.002919251420528593
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2867,0.001876661627482667
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_2922,0.00380545274461763
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_3333,0.0025022155033102224
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_3528,0.0016160141792211852
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_3563,0.00239795652400563
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_3578,0.006464056716884741
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_3618,0.0036490642756607412
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_3936,0.001355366730959704
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_4486,0.001355366730959704
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_4604,0.001198978262002815
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_4850,0.001198978262002815
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_4891,0.001720273158525778
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_5538,0.0014596257102642966
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_5549,0.002710733461919408
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_5551,0.006099150289318668
2010,Rattus rattus,Mandena,brushy_regrowth,1,19183,ASV_7703,0.0021373090757441484
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1,0.05917776491024899
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2,0.0010808724184520363
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_3,0.07508203049604323
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_4,0.003821656050955414
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_5,0.10322331596216947
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_6,0.008531171588496428
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_7,0.0013124879366917584
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_16,0.23763752171395483
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_17,0.0014668982821849064
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_20,0.0015055008685581934
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_29,0.0014282956958116195
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_30,0.04613009071607798
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_31,0.0049797336421540245
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_33,0.002084539664157499
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_34,0.01625168886315383
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_56,0.0025863732870102297
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_64,0.0011194750048253233
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_75,0.003242617255356109
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_101,0.0011194750048253233
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_106,0.008299556070256708
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_125,0.0013896931094383323
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_138,0.01408994402624976
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_149,0.006369426751592357
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_151,0.005365759505886894
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_154,0.0066782474425786525
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_165,0.09056166763173133
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_175,0.0018529241459177765
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_178,0.0031268094962362478
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_194,0.005906195715112913
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_202,0.02516888631538313
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_206,0.002933796564369813
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_218,0.003242617255356109
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_219,0.004863925883034163
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_230,0.0017371163867979154
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_259,0.003590040532715692
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_263,0.0020073344914109245
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_305,0.017100945763366144
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_331,0.0013124879366917584
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_366,0.0016213086276780544
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_372,0.014861995753715499
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_379,0.0035514379463424048
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_390,0.0013896931094383323
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_407,0.002084539664157499
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_453,0.0013896931094383323
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_483,0.005327156919513607
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_525,0.005481567265006756
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_538,0.008106543138390272
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_541,0.0018915267322910634
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_602,0.0012352827639451843
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_605,0.0015055008685581934
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_620,0.0030110017371163867
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_672,0.0019687319050376373
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_678,0.0015827060413047675
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_689,0.0019687319050376373
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_721,0.0016985138004246285
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_725,0.0027793862188766646
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_760,0.012545840571318278
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_788,0.004400694846554719
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_816,0.015942868172167536
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_877,0.0013124879366917584
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_943,0.02995560702567072
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1087,0.0016213086276780544
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1109,0.0023933603551437948
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1121,0.003976066396448562
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1160,0.005172746574020459
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1180,0.004400694846554719
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1183,0.0015827060413047675
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1215,0.007720517274657402
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1303,0.0029723991507431
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1613,0.028372900984365953
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1774,0.0047867207102875895
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_1796,0.0018915267322910634
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2129,0.0022775525960239337
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2161,0.0026635784597568036
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2178,0.0047867207102875895
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2276,0.0012738853503184713
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2455,0.0021617448369040727
2011,Rattus rattus,Mandena,brushy_regrowth,1,25905,ASV_2945,0.0010808724184520363
